"Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratina",NA,"dallatorreana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,3,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13402","Scabiosa atropurpurea","SB-3115","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Ceratina",NA,"dallatorreana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,3,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13402","Cistus salviifolius","SB-3118","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Colletes",NA,"abeillei ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,3,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13402","Helichrysum stoechas","SB-3150","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Colletes",NA,"abeillei ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,3,NA,NA,"A. Lázaro","D. Baldock",0,1,0,0,"10.1111/1365-2745.13402","Helichrysum stoechas","SB-3153","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Hylaeus",NA,"pictus",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,3,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",0,0,0,1,"10.1111/1365-2745.13402","Potentilla reptans","SB-3156","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Hylaeus",NA,"pictus",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,3,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",0,0,0,1,"10.1111/1365-2745.13402","Convolvulus althaeoides","SB-3157","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Hylaeus",NA,"pictus",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,3,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",0,0,0,1,"10.1111/1365-2745.13402","Scabiosa atropurpurea","SB-3160","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Lasioglossum",NA,"callizonium ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,3,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13402","Sonchus","SB-3262","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Lasioglossum",NA," punctatissimum ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,3,NA,NA,"A. Lázaro","D. Baldock",1,0,0,0,"10.1111/1365-2745.13402","Potentilla reptans","SB-3283","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Hoplitis",NA,"leucomelana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,3,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",0,1,0,0,"10.1111/1365-2745.13402","Lotus corniculatus","SB-3371","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Hoplitis",NA,"leucomelana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,3,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",0,1,0,0,"10.1111/1365-2745.13402","Lotus corniculatus","SB-3372","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Osmia",NA,"versicolor ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,3,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13402","Lotus corniculatus","SB-3381","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Osmia",NA,"versicolor ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,3,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13402","Lotus corniculatus","SB-3382","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Osmia",NA,"versicolor ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,3,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13402","Potentilla reptans","SB-3384","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Osmia",NA,"versicolor ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,3,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13402","Lotus corniculatus","SB-3385","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Osmia",NA,"versicolor ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,3,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13402","Lotus corniculatus","SB-3388","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Osmia",NA,"versicolor ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,3,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13402","Lotus corniculatus","SB-3389","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Osmia",NA,"versicolor ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,3,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",0,1,0,0,"10.1111/1365-2745.13402","Melilotus segetalis","SB-3395","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Rhodanthidium",NA,"septemdentatum ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,3,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",0,1,0,0,"10.1111/1365-2745.13402","Malva ","SB-3409","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Andrena",NA,"ovatula ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,8,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13402","Melilotus indicus","SB-3070","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Ceratina",NA,"cucurbitina ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,8,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13402","Scabiosa atropurpurea","SB-3099","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Ceratina",NA,"dallatorreana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,8,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13402","Petrorhagia nanteuilii","SB-3117","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Ceratina",NA,"dallatorreana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,8,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13402","Scabiosa atropurpurea","SB-3119","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Epeolus",NA,"intermedius ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,8,NA,NA,"D. Alomar","P. Bogusch",1,0,0,0,"10.1111/1365-2745.13402","Helichrysum stoechas","SB-3147","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Colletes",NA,"abeillei ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,8,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13402","Helichrysum stoechas","SB-3152","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Hylaeus",NA,"pictus",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,8,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",0,0,0,1,"10.1111/1365-2745.13402","Potentilla reptans","SB-3161","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Hylaeus",NA,"pictus",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,8,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",0,0,0,1,"10.1111/1365-2745.13402","Cistus salviifolius","SB-3162","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Hylaeus",NA,"pictus",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,8,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",0,0,0,1,"10.1111/1365-2745.13402","Potentilla reptans","SB-3163","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Hylaeus",NA,"variegatus ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,8,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",0,1,0,0,"10.1111/1365-2745.13402","Reseda alba","SB-3178","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Hylaeus",NA,"annularis ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,8,NA,NA,"D. Alomar","B. Tomozii ",1,0,0,0,"10.1111/1365-2745.13402","Helichrysum stoechas","SB-3198","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Lasioglossum",NA,"villosulum ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,8,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13402","Sonchus","SB-3239","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Lasioglossum",NA,"malachurum ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,8,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13402","Cistus salviifolius","SB-3249","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Hoplitis",NA,"leucomelana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,8,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13402","Lotus corniculatus","SB-3358","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Osmia",NA,"versicolor ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,8,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13402","Lotus corniculatus","SB-3377","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Osmia",NA,"versicolor ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,8,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13402","Melilotus segetalis","SB-3378","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Osmia",NA,"versicolor ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,8,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13402","Melilotus indicus","SB-3379","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Osmia",NA,"versicolor ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,8,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13402","Lotus corniculatus","SB-3380","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Osmia",NA,"versicolor",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,8,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13402","Lotus corniculatus","SB-3390","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Osmia",NA,"versicolor ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,8,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13402","Lotus corniculatus","SB-3391","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Osmia",NA,"versicolor ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,8,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13402","Lotus corniculatus","SB-3392","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Andrena",NA,"flavipes ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,15,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13403","Teucrium capitatum","SB-3057","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Andrena",NA,"flavipes ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,15,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13404","Helichrysum stoechas","SB-3058","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Andrena",NA,"flavipes ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,15,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13405","Helichrysum stoechas","SB-3059","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Apis",NA,"mellifera",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,15,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",0,0,1,0,"10.1111/1365-2745.13406","Teucrium capitatum","SB-3093","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Ceratina",NA,"cucurbitina ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,15,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13407","Convolvulus althaeoides","SB-3103","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Ceratina",NA,"cucurbitina ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,15,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13407","Scabiosa atropurpurea","SB-3103","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Ceratina",NA,"cucurbitina ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,15,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",0,1,0,0,"10.1111/1365-2745.13408","Scabiosa atropurpurea","SB-3107","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Ceratina",NA,"dallatorreana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,15,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13409","Scabiosa atropurpurea","SB-3116","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Ceratina",NA,"dallatorreana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,15,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13410","Scabiosa atropurpurea","SB-3120","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Ceratina",NA,"dallatorreana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,15,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13411","Scabiosa atropurpurea","SB-3122","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Colletes",NA,"abeillei ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,15,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13412","Helichrysum stoechas","SB-3151","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Hylaeus",NA,"clypearis ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,15,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13413","Daucus carota","SB-3190","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Hylaeus",NA,"brevicornis ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,15,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",0,1,0,0,"10.1111/1365-2745.13414","Helichrysum stoechas","SB-3194","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Hylaeus",NA,"annularis ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,15,NA,NA,"D. Alomar","B. Tomozii ",1,0,0,0,"10.1111/1365-2745.13415","Daucus carota","SB-3199","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Ceylalictus",NA,"variegatus ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,15,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13416","Rubus ulmifolius","SB-3213","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Lasioglossum",NA," villosulum ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,15,NA,NA,"D. Alomar","B. Tomozii ",0,1,0,0,"10.1111/1365-2745.13417","Cichorium intybus","SB-3241","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Heriades",NA,"rubicola ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,15,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13418","Helichrysum stoechas","SB-3307","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Heriades",NA,"rubicola ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,15,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",0,1,0,0,"10.1111/1365-2745.13419","Sonchus","SB-3330","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Heriades",NA,"rubicola ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,15,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",0,1,0,0,"10.1111/1365-2745.13419","Scabiosa atropurpurea","SB-3330","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Heriades",NA,"rubicola ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,15,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",0,1,0,0,"10.1111/1365-2745.13419","Rubus ulmifolius","SB-3330","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Hoplitis",NA,"leucomelana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,15,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13420","Potentilla reptans","SB-3353","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Hoplitis",NA,"leucomelana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,15,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13421","Lotus corniculatus","SB-3355","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Osmia",NA,"versicolor ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,15,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13422","Lotus cytisoides","SB-3375","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Osmia",NA,"versicolor ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,15,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13423","Lotus corniculatus","SB-3376","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Osmia",NA,"aurulenta ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,15,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Parentucellia viscosa","SB-3397","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Andrena",NA,"flavipes ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,23,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Helichrysum stoechas","SB-3060","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Andrena",NA,"flavipes ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,23,NA,NA,"M. A. González-Estévez (M. A. G. Estvz)","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Scabiosa atropurpurea","SB-3061","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Andrena",NA," flavipes ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,23,NA,NA,"A. Lázaro","D. Baldock",1,0,0,0,"10.1111/1365-2745.13424","Teucrium capitatum","SB-3063","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Andrena",NA,"ovatula ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,23,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Teucrium capitatum","SB-3068","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Andrena",NA,"ovatula ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,23,NA,NA,"M. A. González-Estévez (M. A. G. Estvz)","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Lotus corniculatus","SB-3071","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Andrena",NA,"mucida ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,23,NA,NA,"M. A. González-Estévez (M. A. G. Estvz)","D. Baldock",1,0,0,0,"10.1111/1365-2745.13424","Helichrysum stoechas","SB-3081","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Andrena",NA,"mucida ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,23,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Scabiosa atropurpurea","SB-3082","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Andrena",NA,"mucida ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,23,NA,NA,"M. A. González-Estévez (M. A. G. Estvz)","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Scabiosa atropurpurea","SB-3084","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Apis",NA,"mellifera",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,23,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",0,0,1,0,"10.1111/1365-2745.13424","Scabiosa atropurpurea","SB-3098","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Ceratina",NA,"cucurbitina ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,23,NA,NA,"M. A. González-Estévez (M. A. G. Estvz)","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Hypericum perforatum","SB-3100","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
"Ceratina",NA,"dallatorreana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,5,23,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Scabiosa atropurpurea","SB-3121","Amparo Lázaro, Miguel A. González-Estévez, David Alomar, Anna Traveset",NA,NA
